ID;Bank_Name;Branch_Name;Address;Town_ID;Telephone;Fax;Opening_Date
166;Akbank T.A.Ş.;Mustafakemalpaşa;Seyh Müftü Mah. Balıkesir Cad. No : 14 / A_Mustafakemalpaşa/Bursa;1535;224-6133518;224-6134468;23.12.1969
167;Akbank T.A.Ş.;Beşevler Sanayi / Bursa;İzmir Yolu Küçük Sanayi Girişi 3.Evler Mah. Nilüfer Caddesi No : 4 / 2_Nilüfer/Bursa;1829;224-4431715;224-4410948;17.01.2006
168;Akbank T.A.Ş.;Bursa Osb;23 Nisan Mah. 75. Yıl Bulvarı No: 5/8 - 9_Nilüfer/Bursa;1829;224-2943000;224-2218427;18.09.2007
169;Akbank T.A.Ş.;Bursa Osb (Oyak Renault);Organize Sanayi Bölgesi Pk 255 16372_Nilüfer/Bursa;1829;224-3149170;;08.09.2015
170;Akbank T.A.Ş.;Bursa Ticari;Fethiye Mah. Fatih Sultan Mehmet Bulvarı No:185/A-B-C_Nilüfer/Bursa;1829;224-2707300;224-2241638;25.02.2004
171;Akbank T.A.Ş.;Carrefoursa Bursa;Bursa Carrefoursa Ticaret Mer. Odunluk Mah. İzmir Yolu Cad. No:55 Mudanya Kavş. Yanı_Nilüfer/Bursa;1829;224-4520259;224-4520148;15.09.2001
172;Akbank T.A.Ş.;Ertuğrulkent;Ertuğrul Mah. Uğur Mumcu Bulvarı Taşyakan Sitesi C Blok No:2_Nilüfer/Bursa;1829;224-4137073;224-4136180;09.06.2010
173;Akbank T.A.Ş.;Fsm Bulvarı;Fethiye Mah. Fatih Sultan Mehmet Bulvarı No:185/A-B-C_Nilüfer/Bursa;1829;224-2707250;224-2400166;20.09.2004
174;Akbank T.A.Ş.;İzmiryolu/Bursa;İhsaniye Mah. İzmiryolu Cad. No:108-108A_Nilüfer/Bursa;1829;224-2453193;224-2491434;30.07.2010
175;Akbank T.A.Ş.;Korupark (Bursa Zorlu Nakit);Organize San.Bölg.Sarı Cd.No:3_Nilüfer/Bursa;1829;224-3149160;-;17.06.2015
176;Akbank T.A.Ş.;Orhangazi;Cami Kebir Mah. Gemlik Cad. No : 49_Orhangazi/Bursa;1554;224-5731325;224-5736909;19.08.1976
177;Akbank T.A.Ş.;Altıparmak;Altıparmak Cad. No : 27_Osmangazi/Bursa;1832;224-2241628;224-2238289;30.01.1970
178;Akbank T.A.Ş.;Bursa;Atatürk Cad. No : 41_Osmangazi/Bursa;1832;224-2704800;224-2241637;10.01.1957
179;Akbank T.A.Ş.;Çekirge;Dikkaldırım Cd. Havale Sok No:1_Osmangazi/Bursa;1832;224-2364800;224-2333734;11.04.1985
180;Akbank T.A.Ş.;Dosab Bursa;Demirtaş Org. San. Bölgesi Mustafa Karaer Cad. No:18_Osmangazi/Bursa;1832;224-2610280;224-2612887;24.12.2010
181;Akbank T.A.Ş.;Garajlar / Bursa;Ulu Cad. No : 91_Osmangazi/Bursa;1832;224-2716600;224-2716606;06.01.1967
182;Akbank T.A.Ş.;Gençosman;Demiryolu Cad. No : 200_Osmangazi/Bursa;1832;224-2716651;224-2716610;27.09.1972
183;Akbank T.A.Ş.;Hürriyet / Bursa;Hürriyet Mah. Hürriyet Cad. No : 83_Osmangazi/Bursa;1832;224-2464400;224-2479437;23.09.1974
184;Akbank T.A.Ş.;Korupark;Mudanya Yolu 9. Km Adnan Menderes Mah. No : 2_Osmangazi/Bursa;1832;224-2412460;224-2412464;18.12.2007
185;Akbank T.A.Ş.;Tuzpazarı;Cumhuriyet Cad. No : 302_Osmangazi/Bursa;1832;224-2241476;224-2241479;29.06.1964
186;Akbank T.A.Ş.;Yalovayolu;Panayır Mahallesi Yeni Yalova Yolu Caddesi No: 455/A_Osmangazi/Bursa;1832;224-2113535;224-2114511;08.04.2008
187;Akbank T.A.Ş.;Vişne Caddesi;Duaçınar Mah. Vişne Caddesi No:168_Yıldırım/Bursa;1859;224-3606880;224-3606875;23.08.2010
188;Akbank T.A.Ş.;Yeşilyayla;Teyyareci Mehmat Ali Cad. No : 129_Yıldırım/Bursa;1859;224-3606001;224-3628026;30.12.1998
189;Akbank T.A.Ş.;Yıldırım/Bursa;Duaçınarı Mahallesi Ankarayolu Caddesi 129-135A_Yıldırım/Bursa;1859;224-3601710;224-3622659;09.06.1980
190;Akbank T.A.Ş.;Biga;Sakarya Mah. Can Cad. No : 5 / A_Biga/Çanakkale;1190;286-3167300;286-3161789;22.10.1969
191;Akbank T.A.Ş.;Çan;Cumhurriyet Mah. Çanakkale Cad. No : 32_Çan/Çanakkale;1229;286-4161045;286-4167686;14.10.1977
192;Akbank T.A.Ş.;Ezine;Sefer Şah Mah. Gazhane Geçidi No : 11_Ezine/Çanakkale;1326;286-6181530;286-6182617;16.06.1980
193;Akbank T.A.Ş.;Gelibolu;Belediye Cad. No : 3_Gelibolu/Çanakkale;1340;286-5661572;286-5667435;27.11.1969
194;Akbank T.A.Ş.;Çanakkale;Fevzi Paşa Mah.Çarşı Cad. No : 118_Merkez/Çanakkale;1230;286-2140836;286-2125276;29.12.1969
195;Akbank T.A.Ş.;Çankırı;Cumhuriyet Mahallesi Elif Cad. Ak Merkez No:3-4_Merkez/Çankırı;1232;376-2131199;376-2130654;06.12.1954
196;Akbank T.A.Ş.;Bahabey Caddesi;Yavruturna Mahallesi Bahabey Caddesi No:34/A-B_Merkez/Çorum;1259;364-2191906;364-2247106;11.07.2006
197;Akbank T.A.Ş.;Çorum;Cepni Mah. İnönü Cad. No : 6_Merkez/Çorum;1259;364-2111100;364-2139246;26.04.1965
198;Akbank T.A.Ş.;Osmancık;Hükümet Cad. No : 31_Osmancık/Çorum;1558;364-6114820;364-6112459;30.11.1978
199;Akbank T.A.Ş.;Çivril;Uşak Cad. No : 175 / A_Çivril/Denizli;1257;258-7131337;258-7131219;22.12.1975
200;Akbank T.A.Ş.;Delikliçınar;Atatürk Cad. Ufuk Apt. Altı No : 8_Merkezefendi/Denizli;2079;258-2621519;258-2639195;17.05.1973
201;Akbank T.A.Ş.;Demokrasi Meydanı;Mehmetçik Mah. İncilipınar Cad. No:92/A_Merkezefendi/Denizli;2079;258-2122886;258-2123107;29.06.2012
202;Akbank T.A.Ş.;Denizli;Saraylar Mah. Oğuzhan Cad. No : 8_Merkezefendi/Denizli;2079;258-2951400;258-2646785;19.01.1953
203;Akbank T.A.Ş.;Denizli Sanayi;Akçeşme Mah. Menderes Bulvarı No:93 Gümüşler_Merkezefendi/Denizli;2079;258-2688400;258-2688045;05.02.2008
204;Akbank T.A.Ş.;Kaleiçi;Muratdede Mahallesi Ahi Sinan Caddesi No : 11/B_Merkezefendi/Denizli;2079;258-2650633;258-2646170;02.04.1974
205;Akbank T.A.Ş.;Pamukkale Sanayi Şubesi;Sümer Mah. Ankara Bulv. No:1_Merkezefendi/Denizli;2079;258-2951625;258-2618206;23.03.2004
206;Akbank T.A.Ş.;Tavas;Hükümet Cad. No : 33_Tavas/Denizli;1670;258-6133381;258-6130398;23.02.1976
207;Akbank T.A.Ş.;Dicle;Mevlana Halit Mah. Urfa Bulvarı Serin 2 Apt. 59/B_Bağlar/Diyarbakır;2040;412-2524000;412-2524056;02.01.2013
208;Akbank T.A.Ş.;Diyarbakır (2. Hava Kuvvetleri Komutanlığı Nakit);Körhat Mah. Karacadağ Bulv. 2. Hava Kuvvetleri Komutanlığı_Bağlar/Diyarbakır;2040;412-2335289;412-2368372;25.06.2014
209;Akbank T.A.Ş.;Diclekent Bulvarı;Huzurevleri Mah. Diclekent Bulv. No:132/B Vural 1 Apt. Altı_Kayapınar/Diyarbakır;2041;412-2903561;412-2903569;04.01.2013
210;Akbank T.A.Ş.;Kayapınar;Fırat Mahallesi Şanlıurfa Bulvarı No: 162/A Altınşehir 2 Plaza P-6_Kayapınar/Diyarbakır;2041;412-2510340;412-2510784;30.04.2010
211;Akbank T.A.Ş.;Diyarbakır;Dabanoğlu Mah. Gazi Cad. No : 39_Sur/Diyarbakır;2042;412-2244541;412-2287993;23.07.1952
212;Akbank T.A.Ş.;Diyarbakır Sanayi;Seyrantepe Sanayi Sitesi 7. Sokak No :13_Yenişehir/Diyarbakır;2043;412-2380364;412-2371194;31.12.2013
213;Akbank T.A.Ş.;Ofis;Kooperatifler Mah. Yaşar Kemal Caddesi Kalender Center 40/B_Yenişehir/Diyarbakır;2043;412-2238966;412-2245695;06.05.1979
214;Akbank T.A.Ş.;Düzce;Eski İstanbul Cad. No : 31_Merkez/Düzce;1292;380-5141315;380-5238309;15.10.1964
215;Akbank T.A.Ş.;İpsala;Bayrambey Mah. Pazar Sok. No : 5_İpsala/Edirne;1412;284-6161230;284-6162531;05.10.1977
216;Akbank T.A.Ş.;Keşan;Büyükcami Mah. İnönü Cad. No : 17_Keşan/Edirne;1464;284-7141638;284-7140887;27.05.1965
217;Akbank T.A.Ş.;Edirne;Talatpaşa Asfaltı No : 8 / A_Merkez/Edirne;1295;284-2152000;284-2124124;20.11.1967
218;Akbank T.A.Ş.;Uzunköprü;Cumhuriyet Cad. No : 22_Uzunköprü/Edirne;1705;284-5131146;284-5135213;20.12.1967
219;Akbank T.A.Ş.;Elazığ;İcadiye Mah. Hürriyet Cad. No : 33_Merkez/Elazığ;1298;424-2368356;424-2362964;14.07.1954
220;Akbank T.A.Ş.;Fırat;Sürsürü Mah. Malatya Cad. No:3/1-A_Merkez/Elazığ;1298;424-2473607;424-2478567;25.12.2008
221;Akbank T.A.Ş.;Erzincan;Fevzipaşa Cad. No : 15 / A_Merkez/Erzincan;1318;446-2142541;446-2145674;27.09.1968
222;Akbank T.A.Ş.;Erzurum;Gürcükapı Cad. No : 78_Yakutiye/Erzurum;2045;442-2133043;442-2133050;29.11.1956
223;Akbank T.A.Ş.;Lalapaşa;Yukarı Mumcu Cad. No : 1_Yakutiye/Erzurum;2045;442-2345510;442-2343715;10.12.1971
224;Akbank T.A.Ş.;Atatürk Bulvarı/Eskişehir;Akarbaşı Mah. Atatürk Bulvarı Gökçe Apt. No:18/26 Eskişehir_Odunpazarı/Eskişehir;2046;222-2347694;222-2340216;25.12.2008
225;Akbank T.A.Ş.;Eskişehir;Köprübaşı Cad. No : 60 / C_Odunpazarı/Eskişehir;2046;222-2114250;222-2318428;09.09.1954
226;Akbank T.A.Ş.;Eskişehir Osb;Eskişehir Organize San. Bölgesi Teknoloji Bulv. İş Ve Tic. Merkezi No:34_Odunpazarı/Eskişehir;2046;222-2362440;222-2362293;29.04.2011
227;Akbank T.A.Ş.;İstasyon Caddesi / Eskişehir;Hoşnidiye Mah. İsmet İnönü Cad. No:62_Tepebaşı/Eskişehir;2047;222-2316865;222-2322069;22.03.1973
228;Akbank T.A.Ş.;Köprübaşı;Sivrihisar Cad. No : 48_Tepebaşı/Eskişehir;2047;222-2115200;222-2313015;29.11.1968
229;Akbank T.A.Ş.;Nizip;Ptt Cad. Cumhuriyet Mah. No : 12_Nizip/Gaziantep;1546;342-5171545;342-5172009;20.05.1974
230;Akbank T.A.Ş.;Binevler/ Gaziantep;Binevler Mah. Üniversite Bulvarı No:166-A_Şahinbey/Gaziantep;1841;342-3382802;342-3382837;28.12.2010
231;Akbank T.A.Ş.;Garajlar / Gaziantep;Şahveli Mah. İnönü Cad. No : 49_Şahinbey/Gaziantep;1841;342-2311449;342-2212576;01.09.1972
232;Akbank T.A.Ş.;Gatem;Gatem Mah. Gatem Toptancılar Sitesi Sarı Ada 1.Blok No:13-14 15-16_Şahinbey/Gaziantep;1841;342-2382095;342-2382096;23.12.1997
233;Akbank T.A.Ş.;Gaziantep;Düğmeci Mah. Suburcu Cad. No : 28_Şahinbey/Gaziantep;1841;342-2111500;342-2311657;09.05.1960
234;Akbank T.A.Ş.;Karataş;Karataş Mah. 401 Nolu Cad. Lapis Outlet Avm No:5-6_Şahinbey/Gaziantep;1841;342-3710995;342-3710803;12.11.2010
235;Akbank T.A.Ş.;Pazaryeri;İsmetpaşa Mah. Belediye Cad. No : 16_Şahinbey/Gaziantep;1841;342-2313362;342-2317725;14.06.1965
236;Akbank T.A.Ş.;Değirmiçem;İncilipınar Mah. Gazimuhtarpaşa Cad. No : 33_Şehitkamil/Gaziantep;1844;342-3161000;342-2150884;30.12.1998
237;Akbank T.A.Ş.;Gaziantep Ticari;İncilipınar Mah. Gazimuhtarpaşa Cad. No : 33_Şehitkamil/Gaziantep;1844;342-3161050;342-2154067;23.06.2004
238;Akbank T.A.Ş.;İbrahimli;Batıkent Mah. Kürşat Tüzmen Bulvarı 24 Nolu Sok. No:1/6_Şehitkamil/Gaziantep;1844;342-3416320;342-3416330;13.05.2008
239;Akbank T.A.Ş.;Karşıyaka / Gaziantep;Eydibaba Mah. Korutürk Cad. No : 70_Şehitkamil/Gaziantep;1844;342-3234848;342-3258331;04.04.1974
240;Akbank T.A.Ş.;Organize Sanayi / Gaziantep;3. Organize Sanayi Sosyal Tesisler Ünitesi No:8-9_Şehitkamil/Gaziantep;1844;342-3378738;342-3379721;06.08.2010
241;Akbank T.A.Ş.;Bulancak;Hükümet Cad. No : 77_Bulancak/Giresun;1212;454-3182032;454-3181638;01.11.1974
242;Akbank T.A.Ş.;Espiye;Gazi Mustafa Kemal Cad. No : 136_Espiye/Giresun;1320;454-6114220;454-6114011;25.07.1977
243;Akbank T.A.Ş.;Görele;Hendekbaşı Mah. Salih Sinirlioğlu Cad.No : 36_Görele/Giresun;1361;454-5131215;454-5134058;08.06.1972
244;Akbank T.A.Ş.;Giresun;Sultan Selim Mah. Arif Bey Cad. No : 7_Merkez/Giresun;1352;454-2161879;454-2163955;21.02.1972
245;Akbank T.A.Ş.;Tirebolu;Çarşı Mah. İskele Cad. No : 12_Tirebolu/Giresun;1678;454-4114300;454-4112045;17.04.1974
246;Akbank T.A.Ş.;Gümüşhane;Atatürk Cad. No:54_Merkez/Gümüşhane;1369;456-2136462;456-2135857;18.10.2010
247;Akbank T.A.Ş.;Antakya;Atatürk Cad. No : 10_Antakya/Hatay;2080;326-2148841;326-2142515;25.01.1965
248;Akbank T.A.Ş.;İstiklal Caddesi;Yavuz Sultan Selim Cad. Balıkçılar Çarşısı Yanı A Blok No:3-_Antakya/Hatay;2080;326-2253450;326-2251609;05.03.1990
249;Akbank T.A.Ş.;Sanayi/Antakya;Güzelbirlik Mah. E5 Karayolu Cad. No:42/28_Antakya/Hatay;2080;326-2216027;326-2216103;12.11.2010
250;Akbank T.A.Ş.;Dörtyol / Hatay;Sanayi Mah. İnönü Cad. No : 55_Dörtyol/Hatay;1289;326-7121508;326-7128259;02.12.1974
251;Akbank T.A.Ş.;İskenderun;Maraşal Çakmak Cad. No : 7_İskenderun/Hatay;1413;326-6140002;326-6148596;25.11.1955
252;Akbank T.A.Ş.;Kırıkhan;Cumhuriyet Mah. Kanatlı Cad. No : 194_Kırıkhan/Hatay;1468;326-3441591;326-3446801;27.03.1974
253;Akbank T.A.Ş.;Reyhanlı;Cumhuriyet Cad. Çarşı Camii Karşısı No : 3_Reyhanlı/Hatay;1585;326-4133266;326-4135647;17.11.1975
254;Akbank T.A.Ş.;Iğdır;Sular Sok. No : 24_Merkez/Iğdır;1398;476-2277527;476-2263451;08.12.1976
255;Akbank T.A.Ş.;Isparta;Mimar Sinan Cad. No : 40_Merkez/Isparta;1401;246-2322491;246-2322681;01.08.1966
256;Akbank T.A.Ş.;Mersin;Atatürk Cad. No : 103_Akdeniz/İçel;2064;324-2413300;324-2332251;01.07.1953
257;Akbank T.A.Ş.;Mersin Serbest Bölge;1.Cad. L Adası No : 21_Akdeniz/İçel;2064;324-2335919;324-2336018;01.03.1988
258;Akbank T.A.Ş.;Metropol;Hastane Cad. No : 151_Akdeniz/İçel;2064;324-3363132;324-3365243;17.12.1971
259;Akbank T.A.Ş.;Yenihal / Mersin;Şevket Sümer Mahallesi Turgut Özal Bulvarı 163. Cadde No: 2/A_Akdeniz/İçel;2064;324-2358224;324-2358226;01.12.1998
260;Akbank T.A.Ş.;Anamur;Bankalar Cad.Saray Mah.No : 4 / A_Anamur/İçel;1135;324-8142079;324-8145652;29.12.1976
261;Akbank T.A.Ş.;Erdemli;Merkez Mah. Silifke Cad. No : 60_Erdemli/İçel;1311;324-5151620;324-5151394;24.08.1981
262;Akbank T.A.Ş.;Gmk Bulvarı;Atatürk Mah. Gmk Bulvarı 638 A_Mezitli/İçel;2065;324-3586507;324-3598008;29.05.2013
263;Akbank T.A.Ş.;Mezitli;Menderes Mahallesi Gmk Bulvarı Muratbey Apartmanı Altı  No: 741/A_Mezitli/İçel;2065;324-3596612;324-3587064;28.05.2001
264;Akbank T.A.Ş.;Silifke;Menderes Cad. No : 43_Silifke/İçel;1621;324-7142225;324-7141391;09.10.1976
265;Akbank T.A.Ş.;Tarsus;Atatürk Cad. No : 16_Tarsus/İçel;1665;324-6146475;324-6131622;02.12.1963
266;Akbank T.A.Ş.;Toroslar;Kuvayi Milliye Bulvarı No:280/A_Toroslar/İçel;2066;324-3217200;324-3217242;16.12.2008
267;Akbank T.A.Ş.;İnönü Bulvarı;Hürriyet Mah. İsmet İnönü Bulvarı Beyza Konutları Sitesi No:109/A-109/B_Yenişehir/İçel;2067;324-2391021;324-3251406;10.10.2006
268;Akbank T.A.Ş.;Liman Mersin;İnönü Bulvarı Kurtuluş Meydanı Klas Plaza Zemin Kat 31.Nolu Bağımsız Bölüm_Yenişehir/İçel;2067;324-2413200;324-2377903;20.12.2005
269;Akbank T.A.Ş.;Pozcu;İnönü Mah. Kushimato Sok. Ak Apt. No:20/A_Yenişehir/İçel;2067;324-3258619;324-3262297;05.11.1973
270;Akbank T.A.Ş.;Arnavutköy;Mehmet Akif Ersoy Cad. No:34_Arnavutköy/İstanbul;2048;212-5970808;212-5971338;25.12.2008
271;Akbank T.A.Ş.;Carrefoursa Kozyatağı;İçerenköy Mah. Çayır Cad. Carrefoursa Kozyatağı Avm No:1/1 Dükkan No:86_Ataşehir/İstanbul;2049;216-4480395;216-4480396;06.01.1997
272;Akbank T.A.Ş.;Ferhatpaşa;Ferhatpaşa Mah. G11 Sok. No:44_Ataşehir/İstanbul;2049;216-6600784;216-6600690;31.12.2010
273;Akbank T.A.Ş.;Kayışdağı Caddesi;Küçükbakkalköy Mah. Kayışdağı Cad. No:127_Ataşehir/İstanbul;2049;216-5773838;216-5778263;30.09.2011
274;Akbank T.A.Ş.;Örnek Mahallesi;Örnek Mah. Şehit Cahar Dudayev Cad. No:26_Ataşehir/İstanbul;2049;216-2912656;216-2912671;24.12.2010
275;Akbank T.A.Ş.;Avcılar;Merkez Mah. Reşitpaşa Cad. No : 41_Avcılar/İstanbul;2003;212-5916450;212-5911627;11.09.1974
276;Akbank T.A.Ş.;Avcılar E5;Cihangir Mah. E5 Yanyol No : 235_Avcılar/İstanbul;2003;212-4560100;212-5903931;12.08.2004
277;Akbank T.A.Ş.;Bağcılar;İstanbul Cad. No : 16_Bağcılar/İstanbul;2004;212-4628311;212-4628345;07.10.1974
278;Akbank T.A.Ş.;Güneşli;Cumhuriyet Cad. No : 37 / 2_Bağcılar/İstanbul;2004;212-6574375;212-6020042;29.12.1997
279;Akbank T.A.Ş.;Güneşli Ticari;Güneşli Mah. Mimar Sinan Cad. No : 70_Bağcılar/İstanbul;2004;212-4100800;212-6551331;30.09.2002
280;Akbank T.A.Ş.;İstoç;Mahmutbey Mah. İstoç 17. Yol Sokak Aslan Plaza Apt. No:132/B_Bağcılar/İstanbul;2004;212-6593811;212-6593822;30.12.1998
281;Akbank T.A.Ş.;Yıldıztepe;Bağcılar Caddesi Yenigün Mah. No:207_Bağcılar/İstanbul;2004;212-4350434;212-4350454;12.07.2011
282;Akbank T.A.Ş.;Bahçelievler / İstanbul;Naci Kasım Cad. No : 3_Bahçelievler/İstanbul;2005;212-6422790;212-5071139;21.07.1969
283;Akbank T.A.Ş.;Radar/Yenibosna;Yenibosna Yasemin Konakları No:1 A-3 Blok /5,6,7,8,9_Bahçelievler/İstanbul;2005;212-5504989;212-5502737;07.05.2010
284;Akbank T.A.Ş.;Yayla/Bahçelievler;Eski Londra Asfaltı No : 56 / A_Bahçelievler/İstanbul;2005;212-4417575;212-4417462;25.04.1988
285;Akbank T.A.Ş.;Yenibosna;Zafer Mah. Yıldırım Beyazıt Cad. Kaynarca Sok No : 1_Bahçelievler/İstanbul;2005;212-5511565;212-5511562;12.08.1974
286;Akbank T.A.Ş.;Ataköy;4.Kısım Çarşısı No : 28_Bakırköy/İstanbul;1166;212-5596768;212-6612773;20.05.1974
287;Akbank T.A.Ş.;Atrium;Atrium Alışveriş Merkezi No : 97 / 98_Bakırköy/İstanbul;1166;212-6612664;212-6613844;18.03.2002
288;Akbank T.A.Ş.;Bakırköy;İstasyon Cad. No : 9 / 11_Bakırköy/İstanbul;1166;212-4140700;212-5728020;31.10.1968
289;Akbank T.A.Ş.;Florya;Şenlikköy Mah. Florya Asfaltı No : 54_Bakırköy/İstanbul;1166;212-5730857;212-5744117;17.08.1999
290;Akbank T.A.Ş.;İncirliyolu;İncirli Cad. No : 31 / A_Bakırköy/İstanbul;1166;212-6604317;212-5703783;12.06.1972
291;Akbank T.A.Ş.;Özel Bankacılık Yeşilköy;Yeşilköy Mah. Gazi Evrenos Cad. No:22/A D:1_Bakırköy/İstanbul;1166;212-4081060;212-4414935;16.02.2009
292;Akbank T.A.Ş.;Şirinevler;Eski Londra Asfaltı No : 3_Bakırköy/İstanbul;1166;212-5513916;212-5513915;29.07.1969
293;Akbank T.A.Ş.;Yeşilköy;İstasyon Cad. No : 15 / 1_Bakırköy/İstanbul;1166;212-6632957;212-6632959;28.12.1970
294;Akbank T.A.Ş.;Yeşilyurt;Sipahioğlu Cad. No : 14 / 6_Bakırköy/İstanbul;1166;212-6632856;212-6632857;29.11.1968
295;Akbank T.A.Ş.;Bahçeşehir;Kemal Sunal Cad. Defne 03 Villa 03_Başakşehir/İstanbul;2050;212-6698274;212-6698680;02.06.2003
296;Akbank T.A.Ş.;İkitelli;İkitelli Organize Sanayi Bölgesi Atatürk Bulvarı Haseyad Koop. Ahmet Çakıcı İş Merkezi No : 127_Başakşehir/İstanbul;2050;212-4132300;212-5497999;16.06.2003
297;Akbank T.A.Ş.;İkitelli Organize Sanayi;İkitelli Organize San.Bölgesi Başkanlığı Süleyman Demirel Bulvarı No:16_Başakşehir/İstanbul;2050;212-6719305;212-6719482;04.01.2013
298;Akbank T.A.Ş.;İkitelli Ticari;İkitelli Organize Sanayi Bölgesi Atatürk Bulvarı Haseyad Koop. Ahmet Çakıcı İş Merkezi No : 127_Başakşehir/İstanbul;2050;212-4132350;212-6710895;10.05.2004
299;Akbank T.A.Ş.;Masko;Masko Mobilya Kenti 3.Blok No:5 Küçükçekmece/İstanbul_Başakşehir/İstanbul;2050;212-6752554;212-6752502;07.05.2010
300;Akbank T.A.Ş.;Bayrampaşa;Abdi İpekçi Cad. No : 33_Bayrampaşa/İstanbul;1886;212-5659083;212-5772367;31.08.1971
301;Akbank T.A.Ş.;Kışla Caddesi/Topçular;Kışla Caddesi Başaran Sitesi No: 111/64-65-31_Bayrampaşa/İstanbul;1886;212-5016501;212-5010898;25.03.2008
302;Akbank T.A.Ş.;Megacenter;Ss İstanbul Gıda Toptancıları İmalat Sanayi Ve Depocuları Toplu İşyeri Koop. C Blok No: 104 – 105_Bayrampaşa/İstanbul;1886;212-4373323;212-4373309;13.12.2005
303;Akbank T.A.Ş.;Terazidere;Terazidere Mah. Güneş Cad. No:1_Bayrampaşa/İstanbul;1886;212-5766416;212-5762094;14.09.2010
304;Akbank T.A.Ş.;Topkapı Sanayi;Esenler Cad. No : 6_Bayrampaşa/İstanbul;1886;212-6747368;212-5770633;09.12.1974
305;Akbank T.A.Ş.;Uluyol Caddesi;Murat Mahallesi Uluyol Cad. Büyükçoşkun Sok. No:1/9-10-11_Bayrampaşa/İstanbul;1886;212-4673100;212-6128628;20.09.2004
306;Akbank T.A.Ş.;4.Levent;Akçam Sokak No:2_Beşiktaş/İstanbul;1183;212-2783310;212-2643461;31.01.2011
307;Akbank T.A.Ş.;Akatlar;Zeytinoğlu Cad. No : 27 - A_Beşiktaş/İstanbul;1183;212-3520233;212-3522710;11.04.1985
308;Akbank T.A.Ş.;Akmerkez;Nisbetiye Cad. Akmerkez Alışveriş Merkezi No:125_Beşiktaş/İstanbul;1183;212-2822019;212-2822529;18.03.2002
309;Akbank T.A.Ş.;Alkent;Tepecik Yolu Alkent Alışveriş Merkezi F3 Blok No : 9_Beşiktaş/İstanbul;1183;212-3527747;212-3527749;17.08.1999
310;Akbank T.A.Ş.;Arnavutköy/Beşiktaş;Beyazgül Cad. No : 10_Beşiktaş/İstanbul;1183;212-2579000;212-2651803;20.06.1973
311;Akbank T.A.Ş.;Ayazpaşa (Ibm Nakit) Bağlı Şubesi;Büyükdere Caddesi, Yapı Kredi Plaza, B Blok, 34330_Beşiktaş/İstanbul;1183;212-3171118;212-2647338;10.10.2013
312;Akbank T.A.Ş.;Barbaros Bulvarı;Barbaros Bulv. No : 19_Beşiktaş/İstanbul;1183;212-2582337;212-2584032;12.07.1972
313;Akbank T.A.Ş.;Batı Kurumsal;Esentepe Mahallesi Büyükdere Caddesi No:175 Ferko Signature Binası 27. Kat Levent Şişli İstanbul_Beşiktaş/İstanbul;1183;212-3195300;212-2812709;23.09.2002
314;Akbank T.A.Ş.;Bebek;Cevdet Paşa Cad. No : 53 / A_Beşiktaş/İstanbul;1183;212-3580581;212-2636697;28.03.1969
315;Akbank T.A.Ş.;Beşiktaş;Dolmabahçe Cad. Ak İş Hanı No : 51_Beşiktaş/İstanbul;1183;212-3275629;212-2594403;15.04.1953
316;Akbank T.A.Ş.;Etiler;Nispetiye Cad. No : 98_Beşiktaş/İstanbul;1183;212-2576077;212-2576089;30.09.1968
317;Akbank T.A.Ş.;İstanbul Kurumsal;Esentepe Mahallesi Büyükdere Caddesi No:175 Ferko Signature Binası 27. Kat Levent Şişli İstanbul_Beşiktaş/İstanbul;1183;212-3862500;212-2780037;01.04.2002
318;Akbank T.A.Ş.;Levent;Çarşı Cad. No : 13 - 15_Beşiktaş/İstanbul;1183;212-2833728;212-2847092;25.06.1969
319;Akbank T.A.Ş.;Nisbetiye;Aytar Cad. No : 32_Beşiktaş/İstanbul;1183;212-2682435;212-2810978;17.04.1974
320;Akbank T.A.Ş.;Ortaköy;Ortaköy Mahallesi Muallim Naci Caddesi No:31_Beşiktaş/İstanbul;1183;212-2362550;212-2591596;23.03.1970
321;Akbank T.A.Ş.;Özel Bankacılık Etiler Merkez;Etiler Mah. Nispetiye Caddesi No:68_Beşiktaş/İstanbul;1183;212-3624545;212-2634848;01.03.2001
322;Akbank T.A.Ş.;Plaza Kurumsal;Esentepe Mahallesi Büyükdere Caddesi No:175 Ferko Signature Binası 27. Kat Levent Şişli İstanbul_Beşiktaş/İstanbul;1183;212-3862550;212-2706111;12.02.2009
323;Akbank T.A.Ş.;Sabancı Center;Sabancı Center 34330_Beşiktaş/İstanbul;1183;212-3855555;212-2700400;29.09.1969
324;Akbank T.A.Ş.;Sabancı Center (Gezici Şube-Özgür I);Sabancı Center 34330 4.Levent_Beşiktaş/İstanbul;1183;533-7204953;533-7190232;31.05.2002
325;Akbank T.A.Ş.;Sabancı Center (Gezici Şube-Özgür Iı);Sabancı Center 34330 4.Levent_Beşiktaş/İstanbul;1183;533-7204952;533-7190231;31.05.2002
326;Akbank T.A.Ş.;Ulus;Adnan Saygun Cad. No : 19/B_Beşiktaş/İstanbul;1183;212-2637023;212-2571319;23.12.1997
327;Akbank T.A.Ş.;Valideçeşme;Süleyman Seba Cad. No :78_Beşiktaş/İstanbul;1183;212-2600038;212-2599986;25.08.1971
